Id,Title,Author,Description,Rating,ISBN,ISBN13,Publish,URL
50789,"Sex, Lies and Vampires",Katie MacAlister,"an alternate cover edition can be found hereAs far as she can tell, Nell Harris is either going insane or she is in love. Nell thought she had been summoned to Prague to work on an inscription in a rare fourteenth-century breastplate. Instead, she is immersed in the world of the Moravian Dark Ones (think vampires) when she is swept up in the search for a boy held captive by the demon lord Asmodeus. Although Nell would like nothing better than to use her powers as a ""Charmer"" to help find the missing boy, the last time she dabbled in magic the consequences were dire. Then Nell meets Adrian Tomas. Bound to serve Asmodeus and forced to betray his fellow Dark Ones, Adrian desperately needs Nell to charm away his curse. One look into Adrian's haunted eyes, and Nell discovers she will do just about anything to save the soul of her new beloved.",4.02,0505525550,9780505525550,February 1st 2005 by Love Spell (first published January 27th 2005),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388183115l/50789.jpg
50790,The Corset Diaries,Katie MacAlister,"No woman in her right mind would consent to wearing a corset for a month. Especially a ""skinny-challenged"" woman like Tessa. But dreams of being debt-free dance in her head at the offer of appearing in a reality TV show. ""A Month in the Life of a Victorian Duke"" is about real people pretending to live on an English estate, circa 1879. And Tessa's leading man-a real-life Duke-is so handsome she can barely breathe, with or without the corset...",3.72,0739442686,9780739442685,(first published May 4th 2004),https://s.gr-assets.com/assets/nophoto/book/blank-133x176-8b769f39ba6687a82d2eef30bdf46977.jpg
50791,Heat Wave,Jennifer Archer,"SEX. BETRAYAL. A YELLOW POLKA DOT BIKINI. Two hundred singles. Six weeks. One HOT tropical island. Welcome to EDEN, the best new reality game show on television. A hundred blind dates, two hundred first kisses, and ninety-nine heart-wrenching confessions...contestants brave it all in a quest to find the match that sparks the biggest fire--and prove that their flame is the one that will burn forever. Everyone will play the dating game, sweat out the heat wave in this land of forbidden fruit. But only one couple will see the promised land: a guaranteed lifetime of passion.Breaking the Rule by Jennifer ArcherBird of Paradise by Katie MacAlisterHot Shot by Sheridon Smythe",3.59,0505525399,9780505525390,June 1st 2003 by Love Spell,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388355766l/50791.jpg
50794,Blow Me Down,Katie MacAlister,"In the Internet virtual reality game Buckling Swashes, Earless Erika and Black Corbin are two of the most deadly pirates to sail the online seas. And now they’ve met their matches: each other.But fearless Earless Erika is really just Amy—a financial analyst with little time in her life for anything but work. And Corbin is none other than the man behind the game—the programmer and owner of the company. He’s intrigued by Amy, the only buccaneer to best him in this test of digital testosterone, while she just wants to take his arrogance down a peg. But soon the two find themselves comrades in arms against a merciless rival bent on Corbin’s destruction—both on the virtual high seas and in real life. Only by setting aside their differences can they locate the actual people behind the swaggering swashbucklers—and along the way find that love can tame even the most fearsome of pirates.",3.82,0739459694,9780739459690,ils...Original TitleBlow Me DownISBN 0739459694 (ISBN13: 9780739459690)Edition LanguageEnglishOther Editions (16)All Editions | Add a New Edition | Combine...Less DetailEdit Details,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170371728l/50794._SX318_.jpg
50797,You Slay Me,Katie MacAlister,"The author of The Corset Diaries returns to the realm of the paranormal in this sexy, funny romance that pits Seattle-based Aisling Grey against Drake Vireo, a seriously handsome Parisian dragon in human form. In her job as courier, Aisling is to deliver a precious demonic artifact to a Mme. Deauxville in Paris, but she finds Madame freshly dead, surrounded by a circle of ash. The artifact is then stolen by the fast-talking Drake, who claims that Aisling is no mere courier but in fact a demon lord and his destined mate. Determined to play detective, Aisling summons up a demon only to find herself saddled with one, in the form of a slobbering Newfoundland who wants to go walkies. Drake wants to show her the way dragons mate, and then bodies seem to pile up all over Paris, making Aisling a corpse magnet and top suspect. It's going to take every screwy new ally she's got to solve this murder and adjust to her new life in a strange new world.",3.98,1419334921,9781419334924,"2005 by Recorded Books, LLC (first published September 7th 2004)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331054719l/50797.jpg
50800,Jude's Law,Lori Foster,"When it comes to love, he plays to win.There's only so much frustration a guy can handle before he gets a little nutty. For Jude Jamison, his frustration has a name—May Price. She's everything the former Hollywood bad boy actor came to Stillbrook, Ohio, hoping to find: open, honest, lovable, and full of those luscious curves you don't find on stick-figure starlets—curves May doesn't seem to appreciate in herself. Every time Jude tries to get close to the skittish business woman, to take her in his arms, she thinks he's joking. Joking? Joking does not involve lots of cold-shower therapy.Time for new tactics. If May can't respond to his sly compliments and sexy innuendos, he'll just have to spell it out for her. Jude Jamison is going to lay down the law for May Price. And after that, she'll have no delusions about just how much he wants her.",3.91,0821778021,9780821778029,February 1st 2006 by Zebra Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441077395l/50800._SY475_.jpg
50803,Velvet Angel,Jude Deveraux,"She came to him as a precious gift, a naked angel rolled in a rug. Once he gazed into her green eyes, saw her tangle of honey blonde hair, he was undone with passion.  Elizabeth would never surrender. He was a hated Montgomery -- she was a Chatworth -- and the blood war between their families raged on, a wildfire of rape, murder, and betrayal.  Elizabeth vowed to fight the handsome lord, to resist the burning desire in his eyes -- no matter how great the temptation.",4.12,0671739735,9780671739737,January 1st 1991 by Pocket Books (first published December 1983),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386921970l/50803.jpg
50806,Carolina Isle,Jude Deveraux,"New York Times bestselling author Jude Deveraux uncovers the passions and scandals that take a small town by storm when two cousins switch lives.  Ariel and Sara never imagined their high-spirited attempt to step into each other's shoes would cause such upheaval. The lifelong pen pals, who look exactly alike, meet for the first time in their twenties and embark on a daring adventure of changing identities. Southern belle Ariel is determined to win the heart of a man who doesn't know she exists, while Sara yearns to leave behind her hardscrabble existence and taste the good life that fate has denied her. But in pretty Arundel, North Carolina, nothing is as it seems -- including the dangers that are closing in on their new dream lives, as the deepest of fears and darkest of secrets and betrayals come to light.",3.55,1416509720,9781416509721,January 1st 2006 by Pocket Books (first published 2005),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349061612l/50806.jpg
50809,"Anna, Mister God, and the Black Knight",Fynn,"Though her short life was vividly presented in Mister God, This is Anna, its huge success led to Fynn being inundated to write more about his experiences with her. Anna and the Black Knight introduces us to Mister John, a veteran of World War I and local schoolmaster, who was to have a profound effect on Anna. Anna's astonishing capacity for looking at things from fresh perspectives, and her fascination with mathematics and Mister God, stands her in good stead as her life is opened up to new things, such as school, priests and motor cars. own letters and writings. Her artless and transparent conversations speak to the heart and are recorded using her own unique and colourful spellings. The book is again illustrated throughout with Papas's unequalled drawings.",4.15,,,April 28th 1992 by HarperOne (first published 1991),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458277618l/50809.jpg
50810,"The Glorious Game: Extra Time: Arsene Wenger, Arsenal and the Quest for Success",Alex Fynn,"Alex Fynn and Kevin Whitcher draw upon times spent behind the scenes at Highbury to piece together an intimate portrait of both the man at the helm, Wenger, and life at the only Premiership club with a chance of challenging the Old Trafford hegemony. The Glorious Game looks back to Arsene Wenger's arrival at the club, studies his philosophy of football, examines Arsenal's underachievement in Europe, and their continuing battle for English supremacy with Manchester United. Featuring interviews and profiles of the key individuals at Highbury—from Wenger and David Dein, through to the likes of Thierry Henry, Sol Campbell, Liam Brady, and Bob Wilson—this edition includes four new chapters on the 2003-2004 season.",4.00,0752864009,9780752864006,September 1st 2004 by Orion Publishing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359615549l/50810.jpg
